Expert,Node
532,2
533,3
534,3
535,3
536,3
537,3
538,3
539,3
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,0
552,0
553,2
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,2
563,2
564,2
565,1
566,1
567,0
568,1
569,2
570,0
571,1
572,1
573,2
574,1
575,1
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,3
584,3
585,2
586,3
587,3
588,3
589,3
590,3
591,2
592,3
593,3
594,3
595,3
596,3
597,3
598,3
599,3
600,0
601,0
602,0
603,0
604,2
605,1
606,0
607,0
608,1
609,1
610,0
611,1
612,1
613,1
614,1
615,1
616,0
617,0
618,2
619,0
620,2
621,1
622,1
623,0
624,0
625,0
626,1
627,0
628,2
629,1
630,0
631,1
632,1
633,1
634,2
635,2
636,2
637,2
638,3
639,3
640,3
641,3
642,3
643,3
644,3
645,2
646,2
647,3
648,3
649,2
650,2
651,3
652,3
653,2
654,2
655,2
656,3
657,3
658,3
659,3
660,0
661,0
662,0
663,2
664,2
665,0
666,0
667,2
668,0
669,2
670,0
671,0
672,2
673,2
674,0
675,0
676,3
677,0
678,0
679,3
680,0
681,0
682,1
683,0
684,1
685,2
686,1
687,1
688,2
689,2
690,1
691,1
692,2
693,1
694,1
695,1
696,1
697,1
698,1
699,2
700,1
701,2
702,2
703,2
704,1
705,1
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,2
718,3
719,3
720,0
721,2
722,0
723,0
724,2
725,2
726,0
727,0
728,0
729,0
730,0
731,0
732,2
733,2
734,0
735,2
736,0
737,0
738,1
739,1
740,0
741,2
742,0
743,1
744,1
745,1
746,2
747,1
748,0
749,1
750,1
751,1
752,1
753,1
754,2
755,1
756,2
757,1
758,1
759,1
760,3
761,3
762,3
763,2
764,3
765,3
766,3
767,3
768,2
769,2
770,3
771,3
772,3
773,3
774,3
775,3
776,2
777,3
778,3
779,2
780,0
781,0
782,2
783,0
784,0
785,0
786,0
787,2
788,2
789,2
790,0
791,0
792,2
793,0
794,2
795,0
796,2
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,0
805,1
806,0
807,1
808,2
809,1
810,1
811,0
812,2
813,0
814,2
815,2
816,1
817,1
818,1
819,2
820,1
821,1
822,2
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,2
836,3
837,2
838,3
839,3
840,2
841,0
842,0
843,2
844,0
845,0
846,2
847,0
848,0
849,2
850,0
851,2
852,2
853,0
854,3
855,0
856,1
857,1
858,2
859,2
860,2
861,0
862,2
863,2
864,0
865,2
866,1
867,1
868,1
869,1
870,1
871,3
872,3
873,1
874,1
875,3
876,3
877,0
878,3
879,1
880,3
881,1
882,1
883,1
884,0
885,0
886,0
887,1
888,1
889,2
890,3
891,3
892,2
893,3
894,3
895,3
896,3
897,2
898,3
899,3
900,0
901,0
902,0
903,0
904,0
905,2
906,0
907,2
908,0
909,0
910,2
911,1
912,0
913,0
914,1
915,0
916,1
917,2
918,2
919,1
920,1
921,1
922,1
923,1
924,1
925,0
926,2
927,2
928,1
929,2
930,2
931,0
932,0
933,2
934,1
935,1
936,2
937,1
938,1
939,3
940,1
941,3
942,2
943,0
944,3
945,3
946,3
947,3
948,3
949,3
950,2
951,2
952,3
953,3
954,3
955,3
956,2
957,3
958,3
959,3
960,0
961,0
962,0
963,0
964,2
965,0
966,0
967,2
968,0
969,2
970,0
971,2
972,0
973,0
974,2
975,0
976,0
977,2
978,2
979,0
980,1
981,1
982,1
983,1
984,2
985,0
986,1
987,1
988,2
989,1
990,2
991,1
992,1
993,1
994,2
995,2
996,1
997,2
998,2
999,1
1000,2
1001,3
1002,3
1003,0
1004,1
1005,3
1006,1
1007,3
1008,3
1009,3
1010,3
1011,1
1012,3
1013,3
1014,3
1015,3
1016,3
1017,3
1018,3
1019,3
1020,0
1021,0
1022,2
1023,2
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,1
1032,1
1033,1
1034,2
1035,1
1036,2
1037,0
1038,1
1039,2
1040,0
1041,0
1042,2
1043,1
1044,2
1045,2
1046,1
1047,2
1048,0
1049,1
1050,2
1051,2
1052,1
1053,2
1054,1
1055,1
1056,1
1057,1
1058,0
1059,0
1060,1
1061,2
1062,1
1063,3
1064,2
1065,3
1066,3
1067,3
1068,3
1069,3
1070,3
1071,3
1072,2
1073,3
1074,3
1075,3
1076,3
1077,3
1078,3
1079,3
1080,0
1081,2
1082,2
1083,2
1084,2
1085,0
1086,0
1087,2
1088,3
1089,1
1090,1
1091,0
1092,1
1093,1
1094,1
1095,0
1096,1
1097,0
1098,1
1099,1
1100,0
1101,2
1102,1
1103,0
1104,3
1105,2
1106,0
1107,1
1108,3
1109,1
1110,2
1111,0
1112,2
1113,0
1114,2
1115,1
1116,0
1117,2
1118,0
1119,1
1120,0
1121,1
1122,2
1123,0
1124,1
1125,2
1126,3
1127,3
1128,3
1129,3
1130,3
1131,3
1132,2
1133,3
1134,3
1135,3
1136,3
1137,3
1138,2
1139,3
1140,2
1141,2
1142,2
1143,2
1144,2
1145,0
1146,1
1147,2
1148,1
1149,0
1150,2
1151,2
1152,0
1153,2
1154,2
1155,3
1156,0
1157,0
1158,2
1159,0
1160,2
1161,3
1162,0
1163,0
1164,3
1165,0
1166,1
1167,3
1168,0
1169,1
1170,0
1171,0
1172,0
1173,3
1174,0
1175,0
1176,1
1177,3
1178,1
1179,1
1180,1
1181,1
1182,3
1183,3
1184,1
1185,1
1186,3
1187,1
1188,3
1189,2
1190,2
1191,3
1192,3
1193,1
1194,1
1195,2
1196,1
1197,3
1198,3
1199,3
1200,2
1201,0
1202,2
1203,2
1204,0
1205,0
1206,2
1207,2
1208,0
1209,2
1210,0
1211,0
1212,2
1213,2
1214,0
1215,2
1216,2
1217,2
1218,2
1219,0
1220,0
1221,0
1222,1
1223,3
1224,3
1225,3
1226,1
1227,3
1228,0
1229,3
1230,1
1231,3
1232,1
1233,3
1234,1
1235,3
1236,1
1237,0
1238,3
1239,3
1240,0
1241,1
1242,1
1243,1
1244,3
1245,1
1246,0
1247,3
1248,3
1249,1
1250,0
1251,2
1252,1
1253,3
1254,1
1255,1
1256,2
1257,2
1258,1
1259,3
1260,2
1261,2
1262,0
1263,0
1264,0
1265,0
1266,0
1267,2
1268,0
1269,0
1270,0
1271,0
1272,0
1273,2
1274,2
1275,1
1276,2
1277,2
1278,1
1279,2
1280,1
1281,2
1282,0
1283,2
1284,3
1285,1
1286,3
1287,1
1288,0
1289,1
1290,1
1291,0
1292,3
1293,3
1294,3
1295,1
1296,0
1297,3
1298,1
1299,1
1300,3
1301,3
1302,3
1303,3
1304,3
1305,3
1306,0
1307,3
1308,3
1309,1
1310,2
1311,1
1312,2
1313,2
1314,2
1315,1
1316,2
1317,1
1318,1
1319,3
1320,0
1321,2
1322,2
1323,0
1324,2
1325,2
1326,2
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,1
1335,2
1336,1
1337,0
1338,1
1339,2
1340,2
1341,1
1342,1
1343,0
1344,0
1345,1
1346,2
1347,2
1348,0
1349,1
1350,2
1351,3
1352,1
1353,2
1354,1
1355,0
1356,2
1357,2
1358,3
1359,3
1360,3
1361,3
1362,1
1363,0
1364,3
1365,3
1366,1
1367,3
1368,3
1369,1
1370,3
1371,3
1372,1
1373,3
1374,1
1375,3
1376,3
1377,0
1378,3
1379,2
1380,0
1381,0
1382,0
1383,2
1384,2
1385,0
1386,2
1387,0
1388,0
1389,2
1390,2
1391,0
1392,0
1393,0
1394,1
1395,0
1396,1
1397,1
1398,2
1399,1
1400,2
1401,0
1402,0
1403,1
1404,2
1405,2
1406,1
1407,1
1408,2
1409,1
1410,2
1411,2
1412,2
1413,1
1414,1
1415,1
1416,1
1417,3
1418,3
1419,1
1420,3
1421,3
1422,3
1423,3
1424,3
1425,3
1426,0
1427,1
1428,0
1429,3
1430,3
1431,3
1432,3
1433,1
1434,3
1435,3
1436,3
1437,0
1438,2
1439,2
